"ID";"Period";"global_id";"StationName";"SurveillanceZoneCharacteristics";"AdmArea";"District";"Location";"Parameter";"MonthlyAverage";"MonthlyAveragePDKss";
"Код";"Период измерения";"global_id";"Название станции";"Характеристика зоны наблюдения";"Административный округ";"Район";"Адресный ориентир";"Измеряемый параметр";"Среднее значение в абсолютных единицах";"Среднее значение в долях ПДКсс";
"863165";"11.2023";"2641197992";"Глебовская";"Смешанные антропогенные источники загрязнений";"Восточный административный округ";"район Богородское";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Богородское, Глебовская улица, дом 3, корпус 1";"Сумма углеводородных соединений за вычетом метана";"0.1";"";
"863166";"11.2023";"2641197993";"Глебовская";"Смешанные антропогенные источники загрязнений";"Восточный административный округ";"район Богородское";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Богородское, Глебовская улица, дом 3, корпус 1";"Сумма углеводородных соединений";"1.51";"";
"863167";"11.2023";"2641197994";"Глебовская";"Смешанные антропогенные источники загрязнений";"Восточный административный округ";"район Богородское";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Богородское, Глебовская улица, дом 3, корпус 1";"Метан";"1.41";"";
"863168";"11.2023";"2641197995";"Глебовская";"Смешанные антропогенные источники загрязнений";"Восточный административный округ";"район Богородское";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Богородское, Глебовская улица, дом 3, корпус 1";"Оксид углерода";"0.28";"0.09";
"863169";"11.2023";"2641197996";"Глебовская";"Смешанные антропогенные источники загрязнений";"Восточный административный округ";"район Богородское";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Богородское, Глебовская улица, дом 3, корпус 1";"Сероводород";"0.00050";"";
"863170";"11.2023";"2641197997";"Глебовская";"Смешанные антропогенные источники загрязнений";"Восточный административный округ";"район Богородское";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Богородское, Глебовская улица, дом 3, корпус 1";"Оксид азота";"0.014";"0.24";
"863171";"11.2023";"2641197998";"Глебовская";"Смешанные антропогенные источники загрязнений";"Восточный административный округ";"район Богородское";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Богородское, Глебовская улица, дом 3, корпус 1";"Диоксид азота";"0.035";"0.35";
"863172";"11.2023";"2641197999";"Кожухово";"Смешанные антропогенные источники загрязнений";"Восточный административный округ";"район Косино-Ухтомский";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Косино-Ухтомский, Лухмановская улица, дом 34";"Оксид углерода";"0.27";"0.09";
"863173";"11.2023";"2641198000";"Кожухово";"Смешанные антропогенные источники загрязнений";"Восточный административный округ";"район Косино-Ухтомский";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Косино-Ухтомский, Лухмановская улица, дом 34";"Диоксид углерода";"403";"";
"863174";"11.2023";"2641198001";"Кожухово";"Смешанные антропогенные источники загрязнений";"Восточный административный округ";"район Косино-Ухтомский";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Косино-Ухтомский, Лухмановская улица, дом 34";"Сероводород";"0.0013";"";
"863175";"11.2023";"2641198002";"Кожухово";"Смешанные антропогенные источники загрязнений";"Восточный административный округ";"район Косино-Ухтомский";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Косино-Ухтомский, Лухмановская улица, дом 34";"Оксид азота";"0.021";"0.35";
"863176";"11.2023";"2641198003";"Кожухово";"Смешанные антропогенные источники загрязнений";"Восточный административный округ";"район Косино-Ухтомский";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Косино-Ухтомский, Лухмановская улица, дом 34";"Диоксид азота";"0.037";"0.37";
"863177";"11.2023";"2641198004";"Кожухово";"Смешанные антропогенные источники загрязнений";"Восточный административный округ";"район Косино-Ухтомский";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Косино-Ухтомский, Лухмановская улица, дом 34";"Озон";"0.0172";"";
"863178";"11.2023";"2641198005";"Кожухово";"Смешанные антропогенные источники загрязнений";"Восточный административный округ";"район Косино-Ухтомский";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Косино-Ухтомский, Лухмановская улица, дом 34";"Взвешенные частицы РМ10";"0.02";"0.33";
"863179";"11.2023";"2641198006";"Кожухово";"Смешанные антропогенные источники загрязнений";"Восточный административный округ";"район Косино-Ухтомский";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Косино-Ухтомский, Лухмановская улица, дом 34";"Взвешенные частицы РМ2.5";"0.009";"0.27";
"863180";"11.2023";"2641198009";"Кожухово";"Смешанные антропогенные источники загрязнений";"Восточный административный округ";"район Косино-Ухтомский";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Косино-Ухтомский, Лухмановская улица, дом 34";"Диоксид серы";"0.0034";"0.07";
"863181";"11.2023";"2641198011";"Новокосино";"Смешанные антропогенные источники загрязнений";"Восточный административный округ";"район Новокосино";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Новокосино, Салтыковская улица, дом 7, корпус 2";"Сумма углеводородных соединений за вычетом метана";"0.2";"";
"863182";"11.2023";"2641198012";"Новокосино";"Смешанные антропогенные источники загрязнений";"Восточный административный округ";"район Новокосино";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Новокосино, Салтыковская улица, дом 7, корпус 2";"Сумма углеводородных соединений";"1.48";"";
"863183";"11.2023";"2641198013";"Новокосино";"Смешанные антропогенные источники загрязнений";"Восточный административный округ";"район Новокосино";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Новокосино, Салтыковская улица, дом 7, корпус 2";"Метан";"1.28";"";
"863184";"11.2023";"2641198014";"Новокосино";"Смешанные антропогенные источники загрязнений";"Восточный административный округ";"район Новокосино";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Новокосино, Салтыковская улица, дом 7, корпус 2";"Оксид углерода";"0.32";"0.11";
"863185";"11.2023";"2641198016";"Новокосино";"Смешанные антропогенные источники загрязнений";"Восточный административный округ";"район Новокосино";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Новокосино, Салтыковская улица, дом 7, корпус 2";"Сероводород";"0.0014";"";
"863186";"11.2023";"2641198017";"Новокосино";"Смешанные антропогенные источники загрязнений";"Восточный административный округ";"район Новокосино";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Новокосино, Салтыковская улица, дом 7, корпус 2";"Оксид азота";"0.019";"0.32";
"863187";"11.2023";"2641198018";"Новокосино";"Смешанные антропогенные источники загрязнений";"Восточный административный округ";"район Новокосино";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Новокосино, Салтыковская улица, дом 7, корпус 2";"Диоксид азота";"0.038";"0.38";
"863188";"11.2023";"2641198019";"МГУ";"Природные территории";"Западный административный округ";"район Раменки";"город Москва, территория Ленинские Горы, дом 1, строение 27";"Сумма углеводородных соединений за вычетом метана";"0.07";"";
"863189";"11.2023";"2641198020";"МГУ";"Природные территории";"Западный административный округ";"район Раменки";"город Москва, территория Ленинские Горы, дом 1, строение 27";"Сумма углеводородных соединений";"1.53";"";
"863190";"11.2023";"2641198021";"МГУ";"Природные территории";"Западный административный округ";"район Раменки";"город Москва, территория Ленинские Горы, дом 1, строение 27";"Метан";"1.45";"";
"863191";"11.2023";"2641198022";"МГУ";"Природные территории";"Западный административный округ";"район Раменки";"город Москва, территория Ленинские Горы, дом 1, строение 27";"Оксид углерода";"0.18";"0.06";
"863192";"11.2023";"2641198023";"МГУ";"Природные территории";"Западный административный округ";"район Раменки";"город Москва, территория Ленинские Горы, дом 1, строение 27";"Диоксид углерода";"423.2";"";
"863193";"11.2023";"2641198024";"МГУ";"Природные территории";"Западный административный округ";"район Раменки";"город Москва, территория Ленинские Горы, дом 1, строение 27";"Оксид азота";"0.009";"0.15";
"863194";"11.2023";"2641198025";"МГУ";"Природные территории";"Западный административный округ";"район Раменки";"город Москва, территория Ленинские Горы, дом 1, строение 27";"Диоксид азота";"0.032";"0.32";
"863195";"11.2023";"2641198026";"МГУ";"Природные территории";"Западный административный округ";"район Раменки";"город Москва, территория Ленинские Горы, дом 1, строение 27";"Озон";"0.0178";"";
"863196";"11.2023";"2641198027";"МГУ";"Природные территории";"Западный административный округ";"район Раменки";"город Москва, территория Ленинские Горы, дом 1, строение 27";"Взвешенные частицы РМ10";"0.016";"0.27";
"863197";"11.2023";"2641198028";"МГУ";"Природные территории";"Западный административный округ";"район Раменки";"город Москва, территория Ленинские Горы, дом 1, строение 27";"Взвешенные частицы РМ2.5";"0.008";"0.24";
"863198";"11.2023";"2641198029";"МГУ";"Природные территории";"Западный административный округ";"район Раменки";"город Москва, территория Ленинские Горы, дом 1, строение 27";"Диоксид серы";"0.0015";"0.03";
"863199";"11.2023";"2641198030";"Академика Анохина";"Жилые территории";"Западный административный округ";"район Тропарёво-Никулино";"город Москва, улица Академика Анохина, дом 38";"Сумма углеводородных соединений за вычетом метана";"0.09";"";
"863200";"11.2023";"2641198031";"Академика Анохина";"Жилые территории";"Западный административный округ";"район Тропарёво-Никулино";"город Москва, улица Академика Анохина, дом 38";"Сумма углеводородных соединений";"1.52";"";
"863201";"11.2023";"2641198032";"Академика Анохина";"Жилые территории";"Западный административный округ";"район Тропарёво-Никулино";"город Москва, улица Академика Анохина, дом 38";"Метан";"1.43";"";
"863202";"11.2023";"2641198033";"Академика Анохина";"Жилые территории";"Западный административный округ";"район Тропарёво-Никулино";"город Москва, улица Академика Анохина, дом 38";"Оксид углерода";"0.19";"0.06";
"863203";"11.2023";"2641198034";"Академика Анохина";"Жилые территории";"Западный административный округ";"район Тропарёво-Никулино";"город Москва, улица Академика Анохина, дом 38";"Сероводород";"0.00090";"";
"863204";"11.2023";"2641198035";"Академика Анохина";"Жилые территории";"Западный административный округ";"район Тропарёво-Никулино";"город Москва, улица Академика Анохина, дом 38";"Оксид азота";"0.017";"0.28";
"863205";"11.2023";"2641198037";"Академика Анохина";"Жилые территории";"Западный административный округ";"район Тропарёво-Никулино";"город Москва, улица Академика Анохина, дом 38";"Диоксид азота";"0.034";"0.34";
"863206";"11.2023";"2641198038";"Академика Анохина";"Жилые территории";"Западный административный округ";"район Тропарёво-Никулино";"город Москва, улица Академика Анохина, дом 38";"Взвешенные частицы РМ2.5";"0.009";"0.24";
"863207";"11.2023";"2641198039";"Толбухина";"Жилые территории";"Западный административный округ";"Можайский район";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Можайский, улица Толбухина, дом 10, корпус 4";"Оксид углерода";"0.29";"0.1";
"863208";"11.2023";"2641198040";"Толбухина";"Жилые территории";"Западный административный округ";"Можайский район";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Можайский, улица Толбухина, дом 10, корпус 4";"Сероводород";"0.00080";"";
"863209";"11.2023";"2641198041";"Толбухина";"Жилые территории";"Западный административный округ";"Можайский район";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Можайский, улица Толбухина, дом 10, корпус 4";"Оксид азота";"0.019";"0.31";
"863210";"11.2023";"2641198042";"Толбухина";"Жилые территории";"Западный административный округ";"Можайский район";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Можайский, улица Толбухина, дом 10, корпус 4";"Диоксид азота";"0.028";"0.28";
"863211";"11.2023";"2641198043";"Толбухина";"Жилые территории";"Западный административный округ";"Можайский район";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Можайский, улица Толбухина, дом 10, корпус 4";"Озон";"0.0106";"";
"863212";"11.2023";"2641198044";"Зеленоград 6";"Жилые территории";"Зеленоградский административный округ";"район Савёлки";"город Москва, город Зеленоград, корпус 623, строение 1";"Сумма углеводородных соединений за вычетом метана";"0.08";"";
"863213";"11.2023";"2641198045";"Зеленоград 6";"Жилые территории";"Зеленоградский административный округ";"район Савёлки";"город Москва, город Зеленоград, корпус 623, строение 1";"Сумма углеводородных соединений";"1.48";"";
"863214";"11.2023";"2641198046";"Зеленоград 6";"Жилые территории";"Зеленоградский административный округ";"район Савёлки";"город Москва, город Зеленоград, корпус 623, строение 1";"Метан";"1.39";"";
"863215";"11.2023";"2641198047";"Зеленоград 6";"Жилые территории";"Зеленоградский административный округ";"район Савёлки";"город Москва, город Зеленоград, корпус 623, строение 1";"Оксид углерода";"0.25";"0.08";
"863216";"11.2023";"2641198048";"Зеленоград 6";"Жилые территории";"Зеленоградский административный округ";"район Савёлки";"город Москва, город Зеленоград, корпус 623, строение 1";"Сероводород";"0.00040";"";
"863217";"11.2023";"2641198049";"Зеленоград 6";"Жилые территории";"Зеленоградский административный округ";"район Савёлки";"город Москва, город Зеленоград, корпус 623, строение 1";"Оксид азота";"0.013";"0.22";
"863218";"11.2023";"2641198050";"Зеленоград 6";"Жилые территории";"Зеленоградский административный округ";"район Савёлки";"город Москва, город Зеленоград, корпус 623, строение 1";"Диоксид азота";"0.032";"0.32";
"863219";"11.2023";"2641198051";"Зеленоград 11";"Жилые территории";"Зеленоградский административный округ";"район Силино";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Силино, город Зеленоград, корпус 1140";"Сумма углеводородных соединений за вычетом метана";"0.14";"";
"863220";"11.2023";"2641198052";"Зеленоград 11";"Жилые территории";"Зеленоградский административный округ";"район Силино";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Силино, город Зеленоград, корпус 1140";"Сумма углеводородных соединений";"1.52";"";
"863221";"11.2023";"2641198054";"Зеленоград 11";"Жилые территории";"Зеленоградский административный округ";"район Силино";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Силино, город Зеленоград, корпус 1140";"Метан";"1.38";"";
"863222";"11.2023";"2641198055";"Зеленоград 11";"Жилые территории";"Зеленоградский административный округ";"район Силино";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Силино, город Зеленоград, корпус 1140";"Оксид углерода";"0.2";"0.07";
"863223";"11.2023";"2641198056";"Зеленоград 11";"Жилые территории";"Зеленоградский административный округ";"район Силино";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Силино, город Зеленоград, корпус 1140";"Сероводород";"0.00060";"";
"863224";"11.2023";"2641198057";"Зеленоград 11";"Жилые территории";"Зеленоградский административный округ";"район Силино";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Силино, город Зеленоград, корпус 1140";"Оксид азота";"0.01";"0.16";
"863225";"11.2023";"2641198058";"Зеленоград 11";"Жилые территории";"Зеленоградский административный округ";"район Силино";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Силино, город Зеленоград, корпус 1140";"Диоксид азота";"0.034";"0.34";
"863226";"11.2023";"2641198059";"Зеленоград 11";"Жилые территории";"Зеленоградский административный округ";"район Силино";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Силино, город Зеленоград, корпус 1140";"Взвешенные частицы РМ2.5";"0.009";"0.25";
"863227";"11.2023";"2641198060";"Зеленоград 16";"Жилые территории";"Зеленоградский административный округ";"район Крюково";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Крюково, город Зеленоград, корпус 1606";"Сумма углеводородных соединений за вычетом метана";"0.18";"";
"863228";"11.2023";"2641198061";"Зеленоград 16";"Жилые территории";"Зеленоградский административный округ";"район Крюково";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Крюково, город Зеленоград, корпус 1606";"Сумма углеводородных соединений";"1.59";"";
"863229";"11.2023";"2641198062";"Зеленоград 16";"Жилые территории";"Зеленоградский административный округ";"район Крюково";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Крюково, город Зеленоград, корпус 1606";"Метан";"1.41";"";
"863230";"11.2023";"2641198063";"Зеленоград 16";"Жилые территории";"Зеленоградский административный округ";"район Крюково";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Крюково, город Зеленоград, корпус 1606";"Оксид углерода";"0.32";"0.11";
"863231";"11.2023";"2641198064";"Зеленоград 16";"Жилые территории";"Зеленоградский административный округ";"район Крюково";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Крюково, город Зеленоград, корпус 1606";"Сероводород";"0.00060";"";
"863232";"11.2023";"2641198065";"Зеленоград 16";"Жилые территории";"Зеленоградский административный округ";"район Крюково";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Крюково, город Зеленоград, корпус 1606";"Оксид азота";"0.035";"0.59";
"863233";"11.2023";"2641198066";"Зеленоград 16";"Жилые территории";"Зеленоградский административный округ";"район Крюково";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Крюково, город Зеленоград, корпус 1606";"Диоксид азота";"0.026";"0.26";
"863234";"11.2023";"2641198067";"Саларьево";"Территория Новой Москвы";"Новомосковский административный округ";"поселение Сосенское";"город Москва, поселение Сосенское, деревня Николо-Хованское, дом 99, корпус 8";"Оксид углерода";"0.25";"0.08";
"863235";"11.2023";"2641198068";"Саларьево";"Территория Новой Москвы";"Новомосковский административный округ";"поселение Сосенское";"город Москва, поселение Сосенское, деревня Николо-Хованское, дом 99, корпус 8";"Сероводород";"0.0018";"";
"863236";"11.2023";"2641198069";"Саларьево";"Территория Новой Москвы";"Новомосковский административный округ";"поселение Сосенское";"город Москва, поселение Сосенское, деревня Николо-Хованское, дом 99, корпус 8";"Аммиак";"0.0013";"0.01";
"863237";"11.2023";"2641198070";"Щербинка";"Территория Новой Москвы";"Новомосковский административный округ";"поселение Щербинка";"Российская Федерация, город Москва, город Щербинка, Пушкинская улица, дом 6";"Оксид углерода";"0.33";"0.11";
"863238";"11.2023";"2641198071";"Щербинка";"Территория Новой Москвы";"Новомосковский административный округ";"поселение Щербинка";"Российская Федерация, город Москва, город Щербинка, Пушкинская улица, дом 6";"Оксид азота";"0.027";"0.46";
"863239";"11.2023";"2641198072";"Щербинка";"Территория Новой Москвы";"Новомосковский административный округ";"поселение Щербинка";"Российская Федерация, город Москва, город Щербинка, Пушкинская улица, дом 6";"Диоксид азота";"0.035";"0.35";
"863240";"11.2023";"2641198073";"Щербинка";"Территория Новой Москвы";"Новомосковский административный округ";"поселение Щербинка";"Российская Федерация, город Москва, город Щербинка, Пушкинская улица, дом 6";"Взвешенные частицы РМ10 (суточные измерения)";"0.0222";"0.37";
"863241";"11.2023";"2641198074";"МАДИ";"Вблизи автомагистралей";"Северный административный округ";"район Аэропорт";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Аэропорт, Ленинградский проспект, дом 64";"Сумма углеводородных соединений за вычетом метана";"0.14";"";
"863242";"11.2023";"2641198075";"МАДИ";"Вблизи автомагистралей";"Северный административный округ";"район Аэропорт";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Аэропорт, Ленинградский проспект, дом 64";"Сумма углеводородных соединений";"1.46";"";
"863243";"11.2023";"2641198076";"МАДИ";"Вблизи автомагистралей";"Северный административный округ";"район Аэропорт";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Аэропорт, Ленинградский проспект, дом 64";"Метан";"1.32";"";
"863244";"11.2023";"2641198077";"МАДИ";"Вблизи автомагистралей";"Северный административный округ";"район Аэропорт";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Аэропорт, Ленинградский проспект, дом 64";"Оксид углерода";"0.52";"0.17";
"863245";"11.2023";"2641198078";"МАДИ";"Вблизи автомагистралей";"Северный административный округ";"район Аэропорт";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Аэропорт, Ленинградский проспект, дом 64";"Оксид азота";"0.047";"0.78";
"863246";"11.2023";"2641198079";"МАДИ";"Вблизи автомагистралей";"Северный административный округ";"район Аэропорт";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Аэропорт, Ленинградский проспект, дом 64";"Диоксид азота";"0.035";"0.35";
"863247";"11.2023";"2641198080";"МАДИ";"Вблизи автомагистралей";"Северный административный округ";"район Аэропорт";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Аэропорт, Ленинградский проспект, дом 64";"Озон";"0.0107";"";
"863248";"11.2023";"2641198081";"МАДИ";"Вблизи автомагистралей";"Северный административный округ";"район Аэропорт";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Аэропорт, Ленинградский проспект, дом 64";"Кислород";"20.77";"";
"863249";"11.2023";"2641198082";"МАДИ";"Вблизи автомагистралей";"Северный административный округ";"район Аэропорт";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Аэропорт, Ленинградский проспект, дом 64";"Взвешенные частицы РМ10 (суточные измерения)";"0.0414";"0.69";
"863250";"11.2023";"2641198083";"МАДИ";"Вблизи автомагистралей";"Северный административный округ";"район Аэропорт";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Аэропорт, Ленинградский проспект, дом 64";"Взвешенные частицы РМ2.5 (суточные измерения)";"0.0196";"0.56";
"863251";"11.2023";"2641198084";"Долгопрудная";"Смешанные антропогенные источники загрязнений";"Северный административный округ";"Дмитровский район";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Дмитровский, Карельский бульвар, дом 6, корпус 1";"Сумма углеводородных соединений за вычетом метана";"0.12";"";
"863252";"11.2023";"2641198085";"Долгопрудная";"Смешанные антропогенные источники загрязнений";"Северный административный округ";"Дмитровский район";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Дмитровский, Карельский бульвар, дом 6, корпус 1";"Сумма углеводородных соединений";"1.54";"";
"863253";"11.2023";"2641198086";"Долгопрудная";"Смешанные антропогенные источники загрязнений";"Северный административный округ";"Дмитровский район";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Дмитровский, Карельский бульвар, дом 6, корпус 1";"Метан";"1.42";"";
"863254";"11.2023";"2641198087";"Долгопрудная";"Смешанные антропогенные источники загрязнений";"Северный административный округ";"Дмитровский район";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Дмитровский, Карельский бульвар, дом 6, корпус 1";"Оксид углерода";"0.26";"0.09";
"863255";"11.2023";"2641198088";"Долгопрудная";"Смешанные антропогенные источники загрязнений";"Северный административный округ";"Дмитровский район";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Дмитровский, Карельский бульвар, дом 6, корпус 1";"Диоксид углерода";"422.7";"";
"863256";"11.2023";"2641198089";"Долгопрудная";"Смешанные антропогенные источники загрязнений";"Северный административный округ";"Дмитровский район";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Дмитровский, Карельский бульвар, дом 6, корпус 1";"Сероводород";"0.0013";"";
"863257";"11.2023";"2641198090";"Долгопрудная";"Смешанные антропогенные источники загрязнений";"Северный административный округ";"Дмитровский район";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Дмитровский, Карельский бульвар, дом 6, корпус 1";"Аммиак";"0.00090";"0.01";
"863258";"11.2023";"2641198091";"Долгопрудная";"Смешанные антропогенные источники загрязнений";"Северный административный округ";"Дмитровский район";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Дмитровский, Карельский бульвар, дом 6, корпус 1";"Оксид азота";"0.017";"0.28";
"863259";"11.2023";"2641198092";"Долгопрудная";"Смешанные антропогенные источники загрязнений";"Северный административный округ";"Дмитровский район";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Дмитровский, Карельский бульвар, дом 6, корпус 1";"Диоксид азота";"0.035";"0.35";
"863260";"11.2023";"2641198094";"Долгопрудная";"Смешанные антропогенные источники загрязнений";"Северный административный округ";"Дмитровский район";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Дмитровский, Карельский бульвар, дом 6, корпус 1";"Взвешенные частицы РМ10";"0.02";"0.33";
"863261";"11.2023";"2641198095";"Долгопрудная";"Смешанные антропогенные источники загрязнений";"Северный административный округ";"Дмитровский район";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Дмитровский, Карельский бульвар, дом 6, корпус 1";"Диоксид серы";"0.0012";"0.02";
"863262";"11.2023";"2641198096";"Коптевский";"Жилые территории";"Северный административный округ";"район Коптево";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Коптево, Коптевский бульвар, дом 16, корпус 1, строение 1";"Сумма углеводородных соединений за вычетом метана";"0.09";"";
"863263";"11.2023";"2641198097";"Коптевский";"Жилые территории";"Северный административный округ";"район Коптево";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Коптево, Коптевский бульвар, дом 16, корпус 1, строение 1";"Сумма углеводородных соединений";"1.48";"";
